Review_Text,Review,Sentimen_Asli,Sentimen_Prediksi
Yang benar saja masa gameplay tv mau dihapus? Haloo dev.. Tolong ya tv itu tu yg jd ciri khas zzz kalo kau mau hapus mending hapus juga tu mc wise sama belle.. Memang membosankan TAPII PLISS jangan dihilangkan. Setidaknya bikin pergerakan tv nya jadi lebih cepat. Krn yg bikin orang-orang tidak sukai itu jalannya bangboo di tv itu lambat.,gameplay tv hapus haloo dev tolong tv ciri khas kau hapus mending hapus mc wise belle bosan pliss hilang bikin gera tv cepat bikin orangorang suka jalan bangboo tv lambat,Negative,Negative
Misi nya dipermudah dong tau Chara nya masih jelek jelek skillnya kecuali udah dewa dewa kyk honkai impact baru deh gamasalah musuhnya se susah apa,misi mudah tau chara jelek jelek skillnya kecuali dewa dewa honkai impact deh gamasalah musuh susah,Negative,Negative
"Menurut saya deadly assaults terlalu berat untuk f2p,makin update mkin powecreep,dpet 2 bintang aja susah sekali,tolong lah di optimalin,agar player tidak kesulitan untuk memainkanya",deadly assaults berat fpmakin update powecreepdpet bintang susah sekalitolong optimalinagar player sulit memainkanya,Negative,Negative
"Jujur saja, aku ngerti kalau mmg game berat loadingnya lama tp aku selalu pengin ngantuk main game ini karena sedikit"" harus loading pdhl gameplay-nya seru tp jiwa udh didunia lain sangking lamanya",jujur erti berat loadingnya pengin ngantuk loading gameplaynya seru jiwa dunia sangking,Negative,Negative
game tai,tahi,Negative,Negative
"akhirnya setelah sekian lama,dari awal rilis baru sekarang layak di maenin di ROG7. kenapa gw bilang gitu soalnya buat ngeliatin dialog di cerita nya Zhu Yuan & Qing yi aja bisa force close bjir,dari awal rilis maen masih stuck disitu doank,maen cuman buat daily aja, saking buruknya optimasi nih gim",sekian lamadari rilis layak maenin rog bilang lihat dialog cerita zhu yuan qing yi force close bjirdari rilis stuck situ doankmaen cuman daily saking buruk optimasi gim,Negative,Negative
Di ROG 6 kenapa game ini bug fixel??? fixel di dalam game terlihat error? pada saat battle pun juga error?? apakah ini semacam bug??? tolong di perbaiki,rog bug fixel fixel error battle error bug tolong baik,Negative,Negative
Ini kenapa di saya menu controlernya gak muncul ya? Saya pakai ipega PG-9157 Device saya samsung A54,menu controlernya muncul pakai ipega pagi device samsung,Negative,Negative
"rata rata yang retting 1 karna patah"" dan yang lainnya,padahal bukan salah game nya",rata rata retting patah lainnyapadahal salah,Negative,Negative
"Aku suka grafiknya yg bagus, karakternya yg kyk kartun, battlenya tp yg aku gak suka explorenya jd terpaksa aku hapus lg gamenya",suka grafik bagus karakter kartun battlenya suka explorenya paksa hapus,Positive,Negative
"Story bagus dan gameplay sgt bagus, dan yang saya suka dari game ini adalah menggunakan mekanisme jelajahnya adalah tv, punya keunikan tersendiri, namun sedikit yang disayangkan dari segi optimalisasi gamenya yang msh kurang, kadang ingin Dodge serangan lawan sedikit delay dan loading in game sedikit memakan waktu. Itu saja saran untuk hoyoverse, semoga diperbaiki kedepannya",story bagus gameplay bagus suka mekanisme jelajah tv uni sendiri sayang segi optimalisasi kadang dodge serang lawan delay loading makan waktu saran hoyoverse moga baik depan,Negative,Negative
"tolong dioptimalkan lagi, saya memakai device yang mumpuni tetapi lag nya parah banget!!!",tolong optimal pakai device mumpuni lag parah,Negative,Negative
"BEST, CUMA BERAT DI KOTA",best berat kota,Negative,Negative
"Kepada developer, game ini benar benar bagus, bagus banget, sangat bagus dan benar benar game yang cocok dengan saya atau genre yang aku suka, open world tapi tidak terlalu luas, game ini perfect!, sempurna bagi saya, minusnya game ini membuat hp saya sangat sangat panas!, padahal saya memainkan Wuthering Waves yang dimana Wuthering Waves lebih berat daripada zzz seharusnya zzz tidak seberat itu, mohon untuk dioptimalkan, ini game yang benar benar sempurna bagi saya!",developer bagus bagus bagus cocok genre suka open world luas perfect sempurna minus hp panas main wuthering waves mana wuthering waves berat berat optimal sempurna,Negative,Negative
"hadeh ngestuck mulu di loading masuk, tolong diperbaiki developer",hadeh ngestuck mulu loading tolong baik developer,Negative,Negative
game kok bikin pusing. gelap banget. UI too complicate and su*k. booring. motion sickness 900% cocok pengganti lem aibon,bikin pusing gelap ui too complicate and suka booring motion sickness cocok ganti lem aibon,Negative,Negative
"Contoh Game Masa Depan yg Patut di tiru... Gameplay Gampang, di Mobile bisa pakai Gamepad. Saran : Gachanya di permudah lagi & Banyakin Event Monochrome & Perbanyak Giftnya.",contoh patut tiru gameplay gampang mobile pakai gamepad saran gachanya mudah banyak event monochrome banyak giftnya,Negative,Negative
FORCE CLOSE!,force close,Negative,Negative
High memory leak bug,high memory leak bug,Negative,Negative
optimalisasinya sampah,optimalisasi sampah,Negative,Negative
Cih ganti akun di susahnya apa an cb,cih ganti akun susah an coba,Negative,Negative
"Kebanyakan karakter cewek ga seimbang banget karakter cowoknya cuma seberapa doang, bahkan bisa itung jari. + lag after update",banyak karakter cewek imbang karakter cowok doang itung jari lag after update,Negative,Negative
waktu awal rilis game ini masih sangat ramah untuk HP kelas menengah... hanya saja sekarang jadi makin berat saat bermain pun muncul lag dan patah patah padahal setingan sudah rendah semua,waktu rilis ramah hp kelas tengah berat main muncul lag patah patah ting rendah,Negative,Negative
"Sebagai pemain, ""Zenless Zone Zero"" sangat menghibur dengan grafis menakjubkan dan gameplay dinamis. Namun, sistem gacha bisa mahal dan membuat frustasi, serta membutuhkan perangkat keras yang kuat. Konten awal mungkin terasa terbatas dan game ini memerlukan koneksi internet yang stabil. Meskipun ada kekurangan, game ini tetap seru dan layak dimainkan.",main zenless zone zero hibur grafis takjub gameplay dinamis sistem gacha mahal frustasi butuh perangkat keras kuat konten batas koneksi internet stabil kurang seru layak main,Negative,Negative
"Ngantuk, semua akun gua kalah 50/50 ga ngurus",ngantuk akun gua kalah urus,Negative,Negative
Butuh Optimalisasi,butuh optimalisasi,Negative,Negative
thanks hoyo gacha ku gapernah kalah rate off di game ini,thanks hoyo gacha ku kalah rate off,Negative,Negative
"Update versi1.4.0 kok sekarang sering patah²?, padahal versi sebelumnya aman ,main high 60fps / 30fps lancar, sekarang main di setting 30fps/60fps patah² drop fps 😑",update versi patah versi aman high fps fps lancar setting fpsfps patah drop fps,Negative,Negative
"Gede bngt males download datanya, kek game Harry Potter awakening ku",gede malas download data harry potter awakening ku,Negative,Negative
"Sekelas game Dungeon base Untuk size awal 20 gb terlau besar, entar balik lagi tambah bintang klo size bs dikompres",kelas dungeon base size gb terlau entar bintang size kompres,Negative,Negative
saya harap setelan graphic mirip seperti GI sama HSR . Kalau bisa ada setelan 45fps.,harap setel graphic gi hsr setel fps,Negative,Negative
"sukak banget ama ni game sangat sangat peduli dengan playernya, tidak ada kepelitan. tiap ada bug juga langsung diusahakan fiks. mantap bet dah. lanjutkan kerja kerasnya tim zenless",suka peduli playernya pelit bug usaha fiks mantap deh lanjut keras tim zenless,Negative,Negative
Main game nya lancar tapi ga bisa update di play store ga kompatibel katanya aneh,lancar update play store kompatibel aneh,Negative,Negative
"KNP GACHA NYA BAUK BGT SIH, masa dri saya awal main ga pernah hoki, dan juga tolong kurangin mode TV itu membuat saya pusing,mual,dan bosan",gacha bauk hoki tolong kurang mode tv pusingmualdan bosan,Negative,Negative
"Sayang sekali bisa skip story, padahal game kayak gini nyawanya di story. Kalo skip2 ga bakal tau konteksnya.",sayang skip story nyawa story skip tau konteks,Negative,Negative
Setelah update Sering force close main ini game,update force close,Negative,Negative
"Zenless Zone Zero tuh gila sih... gameplay-nya cepet, animasinya halus banget, terus desain karakternya keren semua! Udah pasti jadi game favorit gue sekarang. tapi masalah nya cuma 1, kadang suka force close kalo pake paket data grafik rata kiri tapi kalo pake wifi mau grafik rata kanan masih bisa lanjut. btw hpku prosesor nya Snapdragon 778G (masih bisa) kalo udah teratasi force close nya ku kasih bintang 5",zenless zone zero tuh gila gameplaynya cepat animasi halus desain karakter keren favorit kadang suka force close pakai paket data grafik rata kiri pakai wifi grafik rata kanan btw hpku prosesor snapdragon atas force close ku kasih bintang,Negative,Negative
download cuma gegara burger bangor jir 🗿,download gegara burger bangor jir,Negative,Negative
"entah kenapa gamenya terlalu berat, sedangkan Genshin saja enteng saat di main kan. tolong untuk kedepannya di bikin lebih stabil lagi gamenya, terima kasih hame baik",berat genshin enteng tolong depan bikin stabil terima kasih hame,Negative,Negative
Gatau mau rating apa gabut,tau rating gabut,Negative,Negative
Updatean baru malah makin parah lagging gk jelas padhal spek lumayan snap gen1 8gb,updatean parah lagging padhal spek lumayan snap gen gb,Negative,Negative
Please fix it! ah damn cannot play this game always forced close after update,please fix ah damn can not play this always forced close after update,Negative,Negative
gamenya fore close di hp chipset helio g100 tolong di perbaiki gamenya agar semua pemain bisa memainkan game ini,fore close hp chipset hio tolong baik main main,Negative,Negative
gamenya mayan cuman suka force close padahal ane maen di SD860 semoga segera di fix,lumayan cuman suka force close ane sd moga fix,Negative,Negative
hoyoverse tolong buatin zenless zone zero yang cloud juga kayak genshin impact makasih,hoyoverse tolong zenless zone zero cloud genshin impact terima kasih,Negative,Negative
"Sebenarnya kalain ngapain aja sih!? Ngurus game baru lagi?? Ini user mobile pada ngeluh bug optimalisasi atau hot fix buat crash dari v2.0 masih aja tutup telinga. Heran aku, mau menikmati game aja harus pindah ke pc dulu.",kalain urus user mobile ngeluh bug optimalisasi hot fix crash tutup telinga heran nikmat pindah pc,Negative,Negative
sugoii pengiriman super duper sangat cepat sekali hehe thanks,sugoii kirim super duper cepat hehe thanks,Positive,Negative
sizenya bengkak amat 100gb cuma buat ngerender susu🥀🥀,sizenya bengkak gb ngerender susu,Negative,Negative
"Setelah update sinyal malah makin terasa buruk, terlalu sering terjadi disconect mendadak yang menyebabkan ketidaknyamanan saat bermain",update sinyal buruk disconect dadak sebab ketidaknyamanan main,Negative,Negative
shiyu defense yang kelima yang tahap awal terlalu makan waktu animasi musuhnya bikin makan waktu,shiyu defense tahap makan waktu animasi musuh bikin makan waktu,Negative,Negative
"Aku baru aja Beli HP Xiaomi Redmi 15c di tahun 2025, HP tersebut baru Rilis dan langsung Aku beli karena kebetulan aku pingin ganti HP untuk main Game. main Genshin Impact lancar Rata Kanan 😁👍 tapi main Zenless Zone Zero Nge lag Parah, padahal pakai Rata Kiri 😭. please Developer, For all smartphones with 8GB & 256GB specifications can play Zenless Zone Zero Without Lagging 😭😭😭 sumpah Baru beli nih lho HP, baru rilis nih HP, Aku coba main Genshin Kuat tapi main ZZZ gak kuat 😭😭😭",beli hp xiaomi redmi tahun hp rilis beli pengin ganti hp genshin impact lancar rata kanan zenless zone zero nge lag parah pakai rata kiri please developer for all smartphones with gb gb specifications can play zenless zone zero without lagging sumpah beli lho hp rilis hp coba genshin kuat kuat,Negative,Negative
"game bagus tapi sering close sendiri pas loading awal , edan bener² berkali kali dan itu bikin jengkel entah kenapa pas konfigurasi data itu ngeleg bukan main tapi pas in game lancaŕ² aja , jika ini di benerin ya saya bakal naikin ratingnya",bagus close pas loading edan kali bikin jengkel pas konfigurasi data ngeleg pas lanca benerin naikin ratingnya,Negative,Negative
"Awal mula promosi instalan untuk semua/umum masih berjalan normal dan ijin masuk servernya udah lancar dengan persyaratan yang di wajibkan instal/unduh data wajib untuk memainkan game nya, tapi saya tunda 1,hari untuk menyediakan ruang internal penyimpanan, pendownload data untuk memainkan game ini setelah satuhari berlalu akan melanjutkan login ke akun google play game di game ini dan sayangnya tidak bisa karena di peringatkan apl play store perangkat anda tidak kompatibel dengan versi game ini",promosi instalan semuaumum jalan normal ijin servernya lancar syarat wajib instalunduh data wajib main tunda sedia ruang internal simpan pendownload data main satuhari lanjut login akun google play sayang ingat apl play store perangkat kompatibel versi,Negative,Negative
"KENAPA PAS MASUK GAMENYA LAYAR HITAM, SUARA ADA,GAME PAAN INI????,UDAH DOWNLOAD DATA,HABISIN KUOTA LAGI, PAS MASUK GAME UDAH HITAM. TOLONGLAH YANG MEMBUAT GAME SEGERA DIPERBAIKI 🙏",pas layar hitam suara adagame paan iniudah download datahabisin kuota pas hitam tolong baik,Negative,Negative
"tolong detail di lumine square turunin atau gak jumlah render orang nya bisa diatur,framedrop disitu doang gw grafik high map lain lancar.",tolong detail lumine square turunin render diaturframedrop situ doang grafik high map lancar,Negative,Negative
Gila sih ini game. Mantap brutal,gila mantap brutal,Negative,Negative
Pas bukan lancar pas login keliatan bentar langsung hitam layar 🗿tolong jelaskan why,pas lancar pas login bentar hitam layar tolong why,Negative,Negative
Material gacha sulit di dapat dan susah mendapat char limit. Harus 150+ pull dulu,material gacha sulit susah char limit pull,Negative,Negative
"Volume diluar battle sangat kecil, jadi harus selalu naik turunkan volume tiap masuk dan keluar battle.",volume luar battle turun volume battle,Negative,Negative
ini game atau disk rusak? MACET TERUS!!!,disk rusak macet,Negative,Negative
"Maaf ga sesuai expetasi, kukira gameplay nya bakal wah ternyata B aja gajauh beda ama HI3 malah bagus Hi3 nya. Minim fitur, gabisa lompat, duduk, zoom dll",maaf sesuai expetasi kira gameplay gajauh beda hi bagus hi minim fitur lompat duduk zoom dll,Positive,Negative
Menurut gua dari segi gameplay udah bagus. Namun tolong dipermudah kan cari drive disc nya. saya sudah menghabiskan 3000+ battery cuma dapet 5 drive disc yang bagus. udah sih itu aja,gua segi gameplay bagus tolong mudah cari drive disc habis battery drive disc bagus,Negative,Negative
sangat menguras waktu ya😁,uras waktu,Negative,Negative
"dari segi gameplay sangat memuaskan, akan tetapi saya menemukan bug lain pada karakter yang ber element ice seperti lycaon dan Ellen di mana saat ultimate tampilan Ice nya berwarna hitam bukan biru, sekian penjelasan dari bug nya mohon di perbaiki, Salam proxy🙏",segi gameplay muas temu bug karakter ber element ice lycaon ellen ultimate tampil ice warna hitam biru sekian jelas bug baik proxy,Negative,Negative
Menurut saya Gamenya bagus action saya suka Tapi HP saya Mid range ini Yang bisa main Game genshin Dll itu Suka Crash di pertengahan game dan force close Dan juga pengoptimalan nya masih sangat buruk menurut saya Karna Grafik paling rendah saja Masih Kayak Medium dan gak ada bedanya Makanya suka Patah patah Sampai Fps Saya ngedrop jadi tolong tambahkan Kayak atur grafis sesuai kemampuan perangkat supaya HP bisa Lancar saat bermain Itu Saja Terima kasih Tolong di Notice,bagus action suka hp mid range genshin dll suka crash tengah force close optimal buruk grafik rendah medium beda suka patah patah fps ngedrop tolong tambah atur grafis sesuai mampu perangkat hp lancar main terima kasih tolong notice,Negative,Negative
please fix when bos fight wandering hunter sometimes game always freezes and force close after thats iqoo 13,please fix when bos fight wandering hunter sometimes always freezes and force close after thats iqoo,Negative,Negative
"Langsung ke intinya aja, boba nya geter² jir 😋",inti boba geter jir,Negative,Negative
TV nya bikin bosan,tv bikin bosan,Positive,Negative
"saya kasi bintang 1 di updte anniversary pertama ini karena game semakin berat ditambah musuh semakin susah dihadapi tidak seperti sebelum anniversary. untuk map sekarang semakin membingungkan, story yang agak rumit, dan rate sistem gacha yang agak kurang , walaupun hadiah banyak tapi gacha seperti tidak diuntungkan development mungkin bisa jadi masukan terimakasih",kasih bintang updte anniversary berat tambah musuh susah hadap anniversary map bingung story rumit rate sistem gacha hadiah gacha untung development masuk terimakasih,Negative,Negative
Tingkat rate gachanya terlalu ampas saya sudah mengumpulkan banyak untuk gacha dari quest story untuk 90 pull tapi apa dapatnya cuma karakter standar untuk benner exclutif untuk mendapatkan karakter exclusifnya harus 90 pull lagi kalau akun sultan tidak masalah tapi player gratisan menurutku ini gamenya mahal,tingkat rate gachanya ampas kumpul gacha quest story pull dapat karakter standar benner exclutif karakter exclusifnya pull akun sultan player gratis turut mahal,Negative,Negative
absolute cinema,absolute cema,Negative,Negative
kalah pity!!!,kalah pity,Negative,Negative
"sangat bagus, tapi untuk saat ini perbanyak karakter pria dan kurangi desain terbuka berlebihan untuk karakter wanita, itu sangat tidak penting",bagus banyak karakter pria kurang desain buka karakter wanita,Negative,Negative
bro this game is heavy bruh 35GB+ wth i know the more time i play this game the more heavy it will be :( well the game is good tho 😌,bro this is heavy bruh gb wth know the more time play this the more heavy will be well the is good tho,Positive,Negative
"Hack and Slash nya sangat menghibur, koh hoyo tidak pernah gagal dengan game buatannya.",hack and slash hibur koh hoyo gagal buat,Negative,Negative
Game ngantuk,ngantuk,Negative,Negative
"lebih optimalisasi lagi di mobile, krn belakangan banyak keluhan terutama kudu hapus file vulkan dlu baru lancar",optimalisasi mobile keluh kudu hapus file vulkan lancar,Negative,Negative
"apa ini kalah sama honkai impact, honkai impact aja gak nge frame masak ini lag banget kocak",kalah honkai impact honkai impact nge frame masak lag kocak,Negative,Negative
game ini sangat bagus tetapi saya memutuskan untuk berhenti karena my phone tidak kuat buat maenin 2 game hoyo jadi saya memutuskan hanya bermain hsr sorry 😔,bagus putus henti my phone kuat maenin hoyo putus main hsr sorry,Negative,Negative
need more male char in this game,need more male char this,Positive,Negative
game hoyo yang paling sering dimainkan ketimbang sisanya,hoyo main ketimbang sisa,Negative,Negative
kok cepet panas,cepat panas,Negative,Negative
Kebanyakan misi. Misi yang 1 belum selesai udah dikasih misi lagi jadi bingung mau nyelesain yang mana dulu ditambah naikin levelnya dipersulit,banyak misi misi selesai kasih misi bingung selesai tambah naikin level sulit,Negative,Negative
"woi kenapa akun hoyo gw tiba2 ilang anjeng padahal gaada notifikasi ganti/unbind akun. ITU GW UDAH BUILD JANE DOE AMA ELLEN NYA ANJENG..!! MANA UDAH INTERKNOT 50 PULA!! dicek uid lewat akun temen juga masih ada padahal. lu klo trouble jangan gini lah,ni kenapa tiba-tiba malah muncul notif 'akun tidak terdaftar' padahal di email gaada pemberitahuan samsek.",woi akun hoyo hilang anjeng notifikasi gantiunbind akun build jane doe ellen anjeng interknot cek uid akun teman trouble lahni tibatiba muncul notif akun daftar email pemberitahuan samsek,Negative,Negative
"buat yang main katanya banyak problem tuh berarti emang device kalian yang kalian paksa buat main di grafik yang ketinggian, kl mau main lancar main aja pake pc/laptop, toh ini juga termasuk game enteng buat laptop spek menengah",problem tuh device paksa grafik tinggi lancar pakai pclaptop enteng laptop spek tengah,Negative,Negative
hard,hard,Negative,Negative
"Mereka aplikasinya dari hape bersamaan snowbreak, setelah peluncurannya ga jadi main, malah Helio G99 & Snapdragon 680 ga di akuin lagi...",aplikasi hape sama snowbreak luncur hio snapdragon akuin,Negative,Negative
Main yg fiturnya begini ngantuk duluan gak cocok buat main game abis balik kerja terlalu terbelit belit,fiturnya ngantuk duluan cocok habis belit belit,Negative,Negative
Singkat padat heker,singkat padat heker,Negative,Negative
"Game gila, selalu dikasi pity tinggi terus Tidak direkomendasikan, capek mainnya Dasar kikir",gila kasi pity tinggi rekomendasi capek main dasar kikir,Negative,Negative
"halo, aku merasa game ini sudah bagus menurut ku dari segi ramah f2p dan yang lain lain. tapi apakah ini sebab device atau kesalahan game ini ketika ketika pertama kali bertarung saat nge skill mengalami freeze dan mengalami trothling tolong optimalisasi untuk game ini dan juga agar bisa nge zoom karakter 🙏",bagus ku segi ramah fp device salah tarung nge skill alami freeze alami trothling tolong optimalisasi nge zoom karakter,Negative,Negative
game terkeren lancar di ram 2gb grafik rata kanan no lag!,keren lancar ram gb grafik rata kanan no lag,Negative,Negative
tolong di perbaiki setelah update malah jadi patah patah,tolong baik update patah patah,Negative,Negative
"gak optimal, masa SD 8s gen 3 masih frame drop",optimal sd gen frame drop,Negative,Negative
game ini kenapa sangat berat untuk dimainkan? Saya sudah ubah ke grafik rendah tapi masih sering framedrop dan itu sangat menganggu kenyamanan bermain saya. saya bermain genshin impact dan honkai starrail di grafik medium tidak ad frame drop tpi kenapa hanya zzz yang tidak bisa dijalankan dengan lancar. device yang saya gunakan sudah cukup kuat yaitu iqoo Z9 dengan Snapdragon 7 gen 3,berat main ubah grafik rendah framedrop menganggu nyaman main main genshin impact honkai starrail grafik medium frame drop jalan lancar device kuat iqoo snapdragon gen,Negative,Negative
"Untk kalian yang ga bisa login atau layarnya hitam, berarti hp anda kentang, coba menggunakan spek yang minim seperti dimensyt 1080 atau snapdragon 732g",login layar hitam hp kentang coba spek minim dimensyt snapdragon,Negative,Negative
Pas di buka appnya layarnya jadi hitam tapi suara ada. Tolong fix bug ini !!,pas buka appnya layar hitam suara tolong fix bug,Negative,Negative
gacha rate off,gacha rate off,Negative,Negative
"Gameplay jelek, sistem tv bikin sakit mata",gameplay jelek sistem tv bikin sakit,Negative,Negative
Pas buka game malah cuma muncul layar hitam (black screen) dan cuma muncul suara nya saja. Hei developer goblog kalau lu gak niat rilis di versi mobile di versi PC aja. Jgn dipaksa in kalau ujung ujungnya ngebug begitu. Padahal HP saya kuat kuat aja main gensin sama honkai kalo game ini malah gak bisa kan aneh Terima kasih,pas buka muncul layar hitam black screen muncul suara hei developer goblog niat rilis versi mobile versi pc paksa ujung ujung ngebug hp kuat kuat gensin honkai aneh terima kasih,Negative,Negative
plis kurangin payudara yang terlalu dibesar-besarkan di game ini,plis kurang payudara dibesarbesarkan,Negative,Negative
Game apa coba malah gelap gk bisa masuk,coba gelap,Negative,Negative
"tolonglah masa di hp Infinix hot 40 pro dgn chipset (dimensity 7020) lebih tinggi dibanding realme 9 (Snapdragon 685). Kagak bs jalan biasa dgn mulus jalan biasa loh, di realme jalan biasa lancar banget pas udh battle sama pas ultimate nya nyala lancar walaupun patah dikit. Ayolah logis dikit, chipset lebih tinggi masa malah jauh banget performanya.",tolong hp infinix hot pro chipset dimensity tinggi banding realme snapdragon kagak jalan mulus jalan loh realme jalan lancar pas battle pas ultimate nyala lancar patah dikit ayo logis dikit chipset tinggi performa,Negative,Negative
"Saya bermain di galaxy tab s9 dan saya mengalami force close saat bermain game ini saya tidak mengalami lag sama sekali saya menyayangkan kejadian ini saya harap masalah ini akan diperbaiki, tapi secara keseluruhan game ini cukup seru menampilkan gameplay yg mudah dan menantang, mungkin di masa depan akan saya beri bintang 5 setelah masalah force close ini di selesaikan :)",main galaxy tab alami force close main alami lag sayang jadi harap baik seru tampil gameplay mudah tantang bintang force close selesai,Negative,Negative
tolong ringankan,tolong ringan,Negative,Negative
"bintang 3 dulu, soalnya msih ada bug, latar jdi item semua🙏",bintang bug latar item,Negative,Negative
Masa saya setiap gacha selalu hard pity itupun kalah rate off. Tolong dong hoyo saya sudah meluangkan waktu saya untuk main game ini minimal menang lah.,gacha hard pity itu kalah rate off tolong hoyo luang waktu minimal menang,Negative,Negative
Dari awal opening setia banget mainin game ini👍🏻,opening setia mainin,Negative,Negative
Mode tv bikin pusing,mode tv bikin pusing,Negative,Negative
Kbnykn loading si ini game + berat bener untuk device 8 gen 1 aja msh kurang performa nya ini emg kudu next gen sih pdhl game hack and slash aja,kbnykn loading berat device gen performa kudu next gen hack and slash,Negative,Negative
"the game Force close and crashed my phone, Infinix gt 30 pro",the force close and crashed my phone infinix pro,Negative,Negative
game rusak sering reboot system device gara² game ginian,rusak reboot system device gara,Negative,Negative
"Setelah update 1.1 akhirnya sistem rekomendasi spek nya di perbaiki dan saya bisa download lagi di play store, makasih hoyo...",update sistem rekomendasi spek baik download play store terima kasih hoyo,Negative,Negative
"PLEASE ELLEN JOE... COMEBACK, I NEED AGENT ROLE ATTACK.",please ellen joe comeback need agent role attack,Negative,Negative
lancar & satisfaying bgt mainnya asik,lancar satisfaying main asik,Positive,Negative
gelo hp gw ngeprem jir B4 dulu kalo dah ganti hp b5,gelo hp ngeprem jir deh ganti hp,Negative,Negative
"Ini bukan game open world yah, ini game RPG mirip mirip kek punishing gray raven , saya liat banyak yg komen kok gabisa jalan jalan / explorasi ? Dungu itu yg komen begitu, Saya saya ga mainin gamenya tapi saya kasih 🌟🌟🌟🌟🌟 karena ini HOYOVERSE",open world rpg punishing gray raven komen jalan jalan explorasi dungu komen mainin kasih hoyoverse,Negative,Negative
Miyabi tolong di percepat kalau g bintang satu ni min😡,miyabi tolong cepat bintang min,Negative,Negative
"GAME SIALAN, UDH 2X RATE OFF GAGAL DPTIN ASTRA, UPGRADE STAT DISC KYK GACHA BNGST EMOSI GW",sial rate off gagal dptin astra upgrade stat disc gacha bngst emosi,Negative,Negative
"gamenya asik dan tantangannya seru banget, cerita dan karakternya juga menarik tapi ada satu hal yang bikin aku kesal, misi mode TV, tolong hilangkan mode itu, mode itu banyak bug, dan selalu bikin bosan saat memainkannya",asik tantang seru cerita karakter tarik bikin kesal misi mode tv tolong hilang mode mode bug bikin bosan main,Negative,Negative
"salah satu game gacha yang kalo kalian kalah 50:50 pertama kali.. bakal kalah 50:50 seterusnya sampe game ini tutup. bayangin dari jaman banner ellen joe rilis sampe sekarang selalu hard pitty 80 keatas dan ga pernah menang 50:50 sekalipun. hampir semua player zzz ngalamin hal yang sama selalu kalah banner dan mentok pitty. beda sama game hoyoverse lain, zzz game paling ga ramah buat gacha",salah gacha kalah kalah tutup bayang jaman banner ellen joe rilis hard pitty atas menang player ngalamin kalah banner mentok pitty beda hoyoverse ramah gacha,Negative,Negative
"males sekarang login FB di hoyo, harus verifikasi akun udah tau login di FB email-nya udh tertaut di FB masih ajah ribet alhasil akun genshin sama zzz jadi mati karena belum tertaut email google,udh di email juga percuma ga di bales 👎🏻",malas login fb hoyo verifikasi akun tau login fb email taut fb ribet alhasil akun genshin mati taut email googleudh email balas,Negative,Negative
v2.0 jadi for close,for close,Negative,Negative
"Tolong gamenya yg misi masuk masuk ke TV itu benar benar gak berguna, di hapus aja misi yg masuk bamboo masuk TV, game bagus seperti ini jadi game nyebelin dan jelek....",tolong misi tv guna hapus misi bamboo tv bagus sebal jelek,Negative,Negative
optimalkan lagi gamenya di mobile maupun PC. game masih kadang stuttering walaupun performa hp maupun PC Saya masih lega gpu cpu maupun ram nya,optimal mobile pc kadang stuttering performa hp pc lega gpu cpu ram,Negative,Negative
"Game Busuk Gacha Selalu Dibuat Hard Pity Rate Off lagi Saking muaknya sama ni game gua hapus buang"" waktu main ni game",busuk gacha hard pity rate off saking muak gua hapus buang waktu,Negative,Negative
"Main Quest menyebalkan, ketika sudah masuk ke cerita main quest tidak bisa menjalankan misi lainnya. Harusnya bisa dikerjakan sekalian seperti game rpg lainnya. Sangat disayangkan apalagi fitur tv yang terlalu bertele-tele",quest sebal cerita quest jalan misi rpg sayang fitur tv berteletele,Negative,Negative
Gamenya sering ke force close,force close,Negative,Negative
"Saya tidak bisa membuka game zenless zone zero. Saat saya membuka game nya terdapat peringatan Fatal Error, Another instance is already running. Membuat saya bingung apa yang salah, saya mencoba mengecek file saya tidak ada yang ke double, local disk saya masih luas. Untuk laptop sendiri masih kuat untuk bermain game sebagai perbandingan nya adalah game genshin impact yang masih bisa di mainkan. Untuk pihak COGNOSPHERE PTE. LTP. Saya tolong untuk atas masalah ini, terima kasih 🙏",buka zenless zone zero buka ingat fatal error another instance is already running bingung salah coba ecek file double local disk luas laptop kuat main banding genshin impact main cognosphere pte ltp tolong terima kasih,Negative,Negative
Game nya bagus dan dalam ceritanya juga seru tapi pas mau gacha emang susah kali untuk dapat s nya harus 80 × gacha baru dapat yang s tolong lah 😁😁😅,bagus cerita seru pas gacha susah gacha tolong,Positive,Negative
"Overall oke si, dari segi gameplay, cutscane dll, tapi bos nya susahin dikit, sambil garuk biji pun bisa ini mah lawan bos nya",overall oke segi gameplay cutscane dll bos susahin dikit garuk biji mah lawan bos,Negative,Negative
"Monotone aja game playnya, apalagi Explorernya model tv yg buat kepala pusing. Game gagal ...",monotone playnya explorernya model tv kepala pusing gagal,Negative,Negative
"ga tau kenapa ini game suaranya pelan banget, kek volume hampir full baru berasa suaranya.. mohon dibenerin mangoyo🙏",tau suara pelan volume full asa suara dibenerin mangoyo,Negative,Negative
"game rusak, setelah update ke 1.6 sering terjadi eror",rusak update eror,Negative,Negative
Ku kasih rating tiggi buat menunjang orang gblk hp gak kuat malah ngasih bintang 1,ku kasih rating tiggi tunjang gblk hp kuat asih bintang,Negative,Negative
